"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Information about identity of administrative, management and supervisory bodies or individual(s) within body responsible for oversight of impacts, risks and opportunities [text block]","","esrs:InformationAboutIdentityOfAdministrativeManagementAndSupervisoryBodiesOrIndividualsWithinBodyResponsibleForOversightOfImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: a; Section: GOV-1"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Roles and responsibilities of administrative, management and supervisory bodies - detailed [abstract]","","esrs:RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedAbstract","True","string","Duration","-","Item",""
"4","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Roles and responsibilities of administrative, management and supervisory bodies - detailed [table]","","esrs:RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedTable","True","string","Duration","-","HypercubeItem",""
"5","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Administrative, management and supervisory bodies [axis]","","esrs:AdministrativeManagementAndSupervisoryBodiesAxis","True","string","Duration","-","DimensionItem",""
"6","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Total administrative, management and supervisory bodies / NA [member]","","esrs:AdministrativeManagementAndSupervisoryBodiesMember","True","domain","Duration","-","Item",""
"7","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Administrative body [member]","","esrs:AdministrativeBodyMember","True","domain","Duration","-","Item",""
"7","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Management body [member]","","esrs:ManagementBodyMember","True","domain","Duration","-","Item",""
"7","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Supervisory body [member]","","esrs:SupervisoryBodyMember","True","domain","Duration","-","Item",""
"4","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Roles and responsibilities of administrative, management and supervisory bodies - detailed [line items]","","esrs:RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedLineItems","True","string","Duration","-","Item",""
"5","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Disclosure of how body's or individual's within body responsibilities for impacts, risks and opportunities are reflected in undertaking's terms of reference, board mandates and other related policies [text block]","","esrs:DisclosureOfHowBodysOrIndividualSWithinBodyResponsibilitiesForImpactsRisksAndOpportunitiesAreReflectedInUndertakingsTermsOfReferenceBoardMandatesAndOtherRelatedPoliciesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: b; Section: GOV-1"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Description of management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities [text block]","","esrs:DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Section: GOV-1"
"4","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities is delegated to specific management-level position or committee","","esrs:ManagementsRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesIsDelegatedToSpecificManagementlevelPositionOrCommittee","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Clause: i; Section: GOV-1"
"5","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Description of how oversight is exercised over management-level position or committee to which management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities is delegated to [text block]","","esrs:DescriptionOfHowOversightIsExercisedOverManagementlevelPositionOrCommitteeToWhichManagementsRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesIsDelegatedToExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Clause: i; Section: GOV-1"
"4","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Information about reporting lines to administrative, management and supervisory bodies in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities [text block]","","esrs:InformationAboutReportingLinesToAdministrativeManagementAndSupervisoryBodiesInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Clause: ii; Section: GOV-1"
"4","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Dedicated controls and procedures are applied to management of impacts, risks and opportunities","","esrs:DedicatedControlsAndProceduresAreAppliedToManagementOfImpactsRisksAndOpportunities","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Clause: iii; Section: GOV-1"
"5","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Disclosure of how dedicated controls and procedures applied to management of impacts, risks and opportunities are integrated with other internal functions [text block]","","esrs:DisclosureOfHowDedicatedControlsAndProceduresAppliedToManagementOfImpactsRisksAndOpportunitiesAreIntegratedWithOtherInternalFunctionsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: c; Clause: iii; Section: GOV-1"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Disclosure of how administrative, management and supervisory bodies and senior executive management oversee setting of targets related to material impacts, risks and opportunities and how progress towards them is monitored [text block]","","esrs:DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesAndSeniorExecutiveManagementOverseeSettingOfTargetsRelatedToMaterialImpactsRisksAndOpportunitiesAndHowProgressTowardsThemIsMonitoredExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 22; Subparagraph: d; Section: GOV-1"
"2","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Disclosure of how administrative, management and supervisory bodies determine whether appropriate skills and expertise are available or will be developed to oversee sustainability matters [text block]","","esrs:DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesDetermineWhetherAppropriateSkillsAndExpertiseAreAvailableOrWillBeDevelopedToOverseeSustainabilityMattersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 23; Section: GOV-1"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Information about sustainability-related expertise that bodies either directly possess or can leverage [text block]","","esrs:InformationAboutSustainabilityrelatedExpertiseThatBodiesEitherDirectlyPossessOrCanLeverageExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 23; Subparagraph: a; Section: GOV-1"
"3","[200610] ESRS2.GOV-1 Role of administrative, management and supervisory bodies","Disclosure of how sustainability-related skills and expertise relate to material impacts, risks and opportunities [text block]","","esrs:DisclosureOfHowSustainabilityrelatedSkillsAndExpertiseRelateToMaterialImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 23; Subparagraph: b; Section: GOV-1"
"1","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Disclosure of how administrative, management and supervisory bodies are informed about sustainability matters and how these matters were addressed [text block]","","esrs:DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesAreInformedAboutSustainabilityMattersAndHowTheseMattersWereAddressedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 24; Section: GOV-2"
"2","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them","","esrs:AdministrativeManagementAndSupervisoryBodiesAreInformedAboutMaterialImpactsRisksAndOpportunitiesImplementationOfDueDiligenceAndResultsAndEffectivenessOfPoliciesActionsMetricsAndTargetsAdoptedToAddressThem","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 26; Subparagraph: a; Section: GOV-2"
"3","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Disclosure of by whom and how frequently administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them [text block]","","esrs:DisclosureOfByWhomAndHowFrequentlyAdministrativeManagementAndSupervisoryBodiesAreInformedAboutMaterialImpactsRisksAndOpportunitiesImplementationOfDueDiligenceAndResultsAndEffectivenessOfPoliciesActionsMetricsAndTargetsAdoptedToAddressThemExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 26; Subparagraph: a; Section: GOV-2"
"2","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Disclosure of how administrative, management and supervisory bodies consider impacts, risks and opportunities when overseeing strategy, decisions on major transactions and risk management process [text block]","","esrs:DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesConsiderImpactsRisksAndOpportunitiesWhenOverseeingStrategyDecisionsOnMajorTransactionsAndRiskManagementProcessExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 26; Subparagraph: b; Section: GOV-2"
"3","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Trade-offs associated with impacts, risks and opportunities have been considered by administrative, management and supervisory bodies","","esrs:TradeoffsAssociatedWithImpactsRisksAndOpportunitiesHaveBeenConsideredByAdministrativeManagementAndSupervisoryBodies","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 26; Subparagraph: b; Section: GOV-2"
"2","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Disclosure of list of material impacts, risks and opportunities addressed by administrative, management and supervisory bodies or their relevant committees during reporting period [text block]","","esrs:DisclosureOfListOfMaterialImpactsRisksAndOpportunitiesAddressedByAdministrativeManagementAndSupervisoryBodiesOrTheirRelevantCommitteesDuringReportingPeriodExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 26; Subparagraph: c; Section: GOV-2"
"2","[200620] ESRS2.GOV-2 Information provided to and sustainability matters addressed by administrative, management and supervisory bodies","Disclosure of how governance bodies ensure that appropriate mechanism for performance monitoring is in place [text block]","","esrs:DisclosureOfHowGovernanceBodiesEnsureThatAppropriateMechanismForPerformanceMonitoringIsInPlaceExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: AR 6; Section: GOV-2"
"1","[200630] ESRS2.GOV-3 Integration of sustainability-related performance in incentive schemes","Disclosure of integration of sustainability-related performance in incentive schemes [text block]","","esrs:DisclosureOfIntegrationOfSustainabilityrelatedPerformanceInIncentiveSchemesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E1; Paragraph: 13; Section: GOV-3, Name: ESRS; Number: ESRS 2; Paragraph: 27; Section: GOV-3"
